HGNC symbol	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
	186596976	186597200	3
	186581995	186597103	3
KRT18P21	115920707	115921978	4
PSG11	43007656	43026474	19
OR13H1	131543976	131545056	X
	131492279	131492886	X
OR5AW1P	131341570	131342425	X
	131578681	131611684	X
CD200R1L-AS1	112802478	112812819	3
OR13K1P	131562729	131563846	X
CDC20	43358981	43363203	1
OR11N1P	131324391	131325313	X
IMPDH1P8	15878047	15879571	3
	76756960	76758474	4
MTND2P7	133754811	133755450	8
	76509284	76509719	4
MEF2C-AS1	88883328	89466398	5
OR5AR1	56663662	56664687	11
IGSF1	131273506	131578899	X
HPRT1P1	15864938	15865940	4
ADAM8	133262420	133276868	10
RPS12P27	68209442	68209778	16
LINC01502	135574935	135587112	9
	307683	309424	2
GAPDHP76	11585246	11587135	19
	305111	314367	2
ESRP2	68229111	68238102	16
SORBS1	95311771	95561414	10
ARL15	53883942	54310582	5
GABRB1	46993723	47426444	4
MTCO1P49	133755845	133756646	8
ZNF627	11559374	11619161	19
	128306649	128307678	7
TMEM240	1534778	1540624	1
MAPK1IP1L	55051647	55070194	14
ACP6	147629652	147670524	1
MTDHP2	21940820	21941533	19
	74599840	74607229	17
ZNF208	21932958	22010949	19
	54286194	54286331	5
	133771409	133814537	8
CD300E	74609885	74623738	17
FAM242F	41657708	41699072	9
	62895812	62899543	15
	133775551	133777352	8
	133786093	133786268	8
	62953173	62954124	15
NASP	45583846	45618904	1
NDUFAF8	81239305	81241310	17
ABCC5	183919934	184017939	3
OR2AH1P	56667545	56674664	11
HDAC6	48801377	48824982	X
	22088060	22098780	18
ZNF284	44072159	44089613	19
GIP	48958554	48968596	17
MUC5AC	1157953	1201138	11
SLC16A8	38078134	38084093	22
	17599255	17599807	20
DSTN	17570075	17609919	20
BNIP3P28	21997648	21998840	19
	44025354	44087318	19
	21965708	21968529	19
MEF2C-AS2	88676218	88722831	5
SLC43A2	1569973	1628886	CHR_HSCHR17_1_CTG2
	88692651	88692859	5
UBE2Q2P6	82445719	82454837	15
	88602780	88603117	5
ZNF222	44025342	44033110	19
PHYKPL	178208471	178232802	5
SOCS7	38152644	38206380	CHR_HSCHR17_7_CTG4
MEF2C	88717117	88904257	5
	74698231	74699658	11
CHRDL2	74696429	74731385	11
	30734926	30822702	14
GATA6-AS1	22164886	22169878	18
UBE2CP1	30683045	30683598	14
	44051367	44067999	19
	9106593	9109865	2
FGFBP1	15935569	15938740	4
	9115197	9116884	2
	9143166	9146106	2
DUS2	67987746	68079320	16
SDCCAG8	243256056	243500091	CHR_HSCHR1_3_CTG32_1
	56690465	56690723	11
PAEPP1	135588002	135591975	9
GATA6	22169589	22202528	18
	133886496	133902407	8
FGR	27612064	27635185	1
OR9G1	56699095	56703884	11
	66558866	66560384	11
ACTN3	66546395	66563334	11
	133946677	133947335	8
	54294049	54294366	19
	133962992	133963259	8
	54296194	54296252	19
	56736316	56736462	11
	55633031	55635656	X
	135604345	135618952	9
	55654709	55657014	X
UBE2V1P10	85159682	85159950	9
	134211865	134320447	8
	85167346	85194283	9
EIF3KP3	116043407	116044045	4
UBXN1	62676498	62679117	11
OR9G3P	56740179	56741096	11
TTC39CP1	116193997	116194751	4
	85370219	85443963	9
	115922015	116297160	4
STK33P1	85492579	85494094	9
C1orf94	34166883	34219131	1
	82472203	82472426	15
GOLGA2P10	82472993	82513950	15
	22200619	22205229	18
RRAGB	55717739	55758774	X
	22175465	22176662	18
PLEK2	67386984	67412167	14
	41700682	41701096	9
	41700480	41700696	9
	41760088	41764175	9
FUNDC2P1	73508685	73509254	5
EFNA1	155127876	155134899	1
TRMU	46330875	46357340	22
	38090127	38091559	22
BAIAP2L2	38084900	38110684	22
	54298105	54298814	19
	54301758	54306026	19
	12439419	12440404	7
CSPG4P10	82459472	82477258	15
	27268113	27269229	6
	93741193	93744534	8
	22017959	22050005	19
GPR101	137027447	137033847	X
	137324972	137325049	X
RAC1P4	137441258	137441836	X
GALM	38666081	38741237	2
	137556191	137564387	X
	97759523	97761532	3
NOMO1	15317897	15380303	CHR_HSCHR16_1_CTG1
	137573752	137981763	X
	65644334	65663299	12
RAB9B	103822327	103832257	X
ZFYVE9P1	137660519	137662242	X
PCNPP3	65645992	65646462	12
ZIC3	137566127	137577691	X
	103904322	103904754	X
	103909126	103909449	X
	103910305	103911352	X
FGFBP2	15960245	15969309	4
DPPA3P1	103961811	103962279	X
MAGI2	78017055	79453667	7
TMSB15B	103918896	103966712	X
PPIL6	109390215	109441171	6
LINC01033	54320944	54415125	5
	65830750	65831050	12
TRPM7	50552473	50686797	15
HMGA2-AS1	65851340	65882167	12
PROM1	15963076	16084378	4
RPL37P25	54399439	54400033	5
CCDC66	56557161	56621818	3
CTAGE12P	27608382	27610745	9
C2orf69P1	35552909	35554001	16
SLC35G5	11330888	11332208	8
	38668202	38671421	2
HMGA2	65824131	65966295	12
	27829276	27844481	9
ERICH3-AS1	74577430	74626098	1
MTRNR2L13	116298876	116300320	4
ERICH3	74568117	74673792	1
TMSB15B-AS1	103917411	103919548	X
	103928099	103929017	X
GALNT15	16174680	16231992	3
SLCO1B3	20810702	20916911	12
GYG2	2828822	2882820	X
IL1R2	101991960	102028544	2
HNRNPAB	178204533	178211163	5
KIZ-AS1	21154023	21218289	20
	12723297	12724011	12
C1QL1P1	35574834	35575494	16
KIF18BP1	35636687	35645180	16
MZT2B	130181737	130190729	2
	35640029	35640582	16
LINC01487	155240945	155243144	3
	49343608	49344254	15
FGF7	49423178	49488775	15
IQCB1	121769761	121835079	3
	155290227	155293683	3
DDIT4	72273924	72276036	10
	155291188	155294176	3
PABPC1P10	155309427	155309807	3
VASN	4371848	4383538	16
STX8P1	12771351	12771705	12
DDX47	12813316	12829981	12
DDIT4-AS1	72274915	72275980	10
LINC01865	317912	342118	2
	388412	416885	2
	421057	422303	2
	4346694	4348648	16
	76886029	76886370	4
LINC01874	490944	492655	2
CORO7-PAM16	4340251	4420494	16
	76891034	76891445	4
	495731	496633	2
	20815674	21090245	12
RNASEH1-AS1	3558492	3561745	2
SOWAHB	76894928	76898147	4
LINC01875	545805	546667	2
	558204	578145	2
NDUFAF4P1	49156329	49156847	15
	49353485	49354034	15
DNAJB12	72332830	72355149	10
SMPD4	130151392	130182750	2
UBB	16380798	16382745	17
	27937617	27944497	9
OR1AA1P	131424301	131425239	X
OR7L1P	131596121	131596987	X
OR5BH1P	131398072	131398957	X
HSPB3	54455699	54456377	5
	131437055	131437670	X
SLC25A19	75272981	75289510	17
KCTD10P1	28598668	28599292	9
	28148211	28149236	9
LINGO2	27948078	28670286	9
SELENOK	53884417	53891962	3
	36233851	36234297	20
EEF1A1P27	20582072	20583206	7
CPSF3	9423651	9473101	2
AAR2	36236459	36270918	20
RPL5P25	13057902	13058676	10
	21047179	21176895	12
CCDC3	12896625	13099652	10
SNX18	54517759	54546586	5
	16382152	16382669	17
DOCK9-DT	99087819	99088625	13
LMF2	50502949	50507702	22
RPS6P23	99173593	99174490	13
	92144088	92144435	8
CORO7	4354542	4425705	16
	92351912	92352148	8
	54643557	54645987	5
CABYRP1	54047749	54048793	3
	16252123	16253130	3
	92403545	92413645	8
	29254075	29254426	9
EVI5L	7830233	7864976	19
	92420850	92421798	8
SNRPGP5	13104574	13104793	10
	92460539	92655569	8
	12877459	12965275	10
H2BFWT	104011147	104013687	X
RPSAP52	65758020	65826997	12
	92668836	92679594	8
	20588990	20590085	7
	65934777	65948479	12
	48005277	48011227	12
	92723024	92725111	8
	92765702	92776451	8
SLCO1B1	21131202	21239246	12
	92699742	92879502	8
H2BFM	104039949	104042454	X
LGALS3	55124110	55145423	14
SMPD2	109440724	109443919	6
TAP2	32912700	32929495	CHR_HSCHR6_MHC_SSTO_CTG1
	11345748	11347502	8
	70156340	70173448	16
	15351236	15351605	CHR_HSCHR16_1_CTG1
C10orf105	71711701	71737824	10
TDH	11339637	11368452	8
POM121L2	27285903	27312170	6
CLEC18C	70173322	70187361	16
KRT15	41513745	41522529	17
RPS15AP32	113054062	113054435	12
DTX1	113056709	113098028	12
	122369762	122383568	5
RCN3	49528003	49546962	19
	122311297	122311673	5
APOLD1	12725917	12829975	12
GYG2-AS1	2852740	2853760	X
TRMT112P1	116378919	116379269	4
CA7	66844414	66854153	16
TASOR	56620133	56683237	3
CUL4AP1	116425983	116430892	4
	40642933	40646857	15
	116489364	116515146	4
	20845065	20845260	12
	62245810	62247412	18
KNL1	40594020	40664342	15
SLCO1B7	20962768	21092745	12
ACTN4P1	116598161	116599611	4
RELCH	62187255	62310217	18
	151806490	151810820	7
	86283927	86284668	11
PFDN6	33218133	33227229	CHR_HSCHR6_MHC_QBL_CTG1
	116858093	116858973	4
	202028606	202028692	1
	202039851	202039934	1
CRIP1P3	202096759	202096978	1
TRAM1L1	117083554	117085576	4
	52531709	52532051	X
	52545151	52547695	X
	52561769	52562301	X
PRKAG2	151556124	151877125	7
SETP17	86294760	86295576	11
	52583989	52586312	X
	35722268	35722529	16
	117249924	117250188	4
SSXP4	52598494	52603289	X
	65458574	65459534	15
	65475318	65475614	15
GPR37L1	202122917	202133592	1
LRRC28	99251362	99390729	15
TTYH2	74213571	74262020	17
DPP8	65442463	65517704	15
	35098006	35127020	10
ARL8A	202133404	202144743	1
FAM167A	11421476	11475908	8
	35210416	35210750	10
ATP6V1G1P4	35158306	35158640	10
IRF3	49659569	49665875	19
LINC02167	35743268	35756515	16
ASPG	104085686	104115582	14
CREM	35126791	35212958	10
ASAP2	9206765	9405683	2
	66841433	66853448	16
SSXP1	52606535	52611758	X
	74698769	74699333	1
NAE1	66802875	66873256	16
	35785569	35786887	16
HMGN2P41	35802869	35803280	16
PLEKHH1	67533301	67589612	14
VN1R70P	35836886	35837732	16
	92882984	92965645	8
	52612656	52613523	X
IRF5P1	92972575	92974738	8
	35879036	35879498	16
TRIQK	92883530	93017673	8
SLC38A10	81244811	81295547	17
RGL2	33220485	33228152	CHR_HSCHR6_MHC_QBL_CTG1
GAPDHP22	99190579	99190991	13
FAM167A-AS1	11368402	11438658	8
RASAL1	113098819	113136239	12
LTBP4	40592883	40629818	19
	54857272	54858491	5
	54808210	54872551	5
	29317833	29318952	9
	68224713	68227734	16
	52655207	52657254	X
H2AFZP3	99215372	99215758	13
	52722338	52722524	X
	29636486	29636853	9
	52781452	52785786	X
HMGB3P4	99372173	99372686	13
DDX28	68021274	68023442	16
SSX2	52696896	52707189	X
UBAC2	99200774	99386434	13
DPH3	16257061	16264969	3
	68199795	68200981	16
ABCC5-AS1	184006338	184011419	3
	68077340	68122271	16
	75271369	75273895	17
RPL9P5	58564146	58564616	14
	56127236	56127466	19
NFATC3	68084751	68229259	16
B3GNT6	77034398	77041973	11
PTPRCAP	67435510	67437682	11
ME2P1	29824742	29826711	9
	28425945	28426719	2
	54878238	54878588	5
CORO1B	67435510	67443821	11
	28448167	28450184	2
LINC01242	30388935	30575012	9
SLC4A1APP1	30558880	30559481	9
	54956235	54957846	5
	58794654	58795029	14
LINC01500	58646631	59017532	14
	74256896	74262020	17
EIF1P7	9271292	9271628	2
VN1R10P	27324894	27325768	6
HAUS2	42548828	42569994	15
ITGB1BP1	9403475	9423547	2
DNAJC15	43023203	43114213	13
SSX7	52644090	52654900	X
	58827679	58828176	14
DACT1	58633967	58648321	14
	50557601	50560500	15
	52707602	52709933	X
SSX2B	52751132	52790305	X
UBAC2-AS1	99196377	99200710	13
	81251194	81251803	17
	81262920	81265401	17
	11639776	11686569	19
GPR183	99294539	99307399	13
HNRNPA1P10	11666069	11667030	19
ZNF887P	11648364	11652877	19
BNIP3P29	22065828	22066398	19
ZNF257	22052430	22091480	19
ZNF833P	11680944	11686259	19
GPR18	99254714	99261744	13
RAB3IL1	61897301	61920269	11
PIGH	67581955	67600286	14
FTLP12	16391434	16391882	17
STBD1	76306026	76311599	4
BANK1	101411286	102074812	4
ANKRA2	73552190	73565667	5
FAM47E	76214040	76283783	4
PDPR	70113626	70162537	16
MUC5B-AS1	1242261	1249676	11
MUC5B	1223066	1262172	11
	139492538	139493105	5
	16414524	16416689	17
	16427474	16428719	17
NCOA4P4	139494256	139496116	5
TRPV2	16415571	16437003	17
ZNF92P2	22128627	22130318	19
ZNF444	56132599	56160893	19
GOLGA6L17P	82519590	82526412	15
TTC28	27978014	28679865	22
	22130325	22130489	19
	52687363	52687633	X
SSX8P	52624998	52632895	X
SSXP5	52672718	52677051	X
	52770809	52771080	X
	52735901	52736107	X
	35903117	35904916	16
PCGF7P	22137931	22138981	19
MTDHP5	22140532	22141117	19
PPP1R1AP2	35912120	35912516	16
VN1R85P	22174766	22175191	19
	80064286	80070199	6
TMEM229B	67447084	67533739	14
	62300036	62300998	18
	76148561	76200666	4
CDC5L	44387706	44450425	6
SCARB2	76158737	76234536	4
APOF	56360568	56362857	12
UTP15	73565443	73583380	5
HNRNPA1P62	99284625	99285576	15
HMGN2	26472440	26476642	1
	99337857	99338481	15
APONP	56376818	56377331	12
TYW3	74733152	74766678	1
HSP90B2P	99257632	99260015	15
	56380361	56382711	12
	42567031	42569994	15
	56411944	56413190	12
C2orf27AP2	30670964	30671966	9
	56413647	56414045	12
	97800733	97821884	3
ARL6	97764521	97801229	3
	56149817	56150490	19
	85743287	85744225	16
C16orf74	85690084	85751129	16
LINC02263	117360625	117372852	4
TTC28-AS1	27919376	28008581	22
	107115784	107115954	9
	107116829	107117557	9
	107117459	107121705	9
	55021299	55042844	5
KIF5B	32009015	32056425	10
PDCL3P1	60387262	60387995	8
	11725961	11730783	19
LINC01301	60384588	60516795	8
ZNF823	11721265	11739009	19
KIRREL3	126423358	127003460	11
LINC02262	117314597	117360639	4
	34209526	34256343	7
RPS3P2	38537758	38538458	20
GZMK	55024253	55034570	5
	107169569	107171148	9
CRYZ	74705482	74733408	1
RALGAPB	38472816	38578859	20
	44525259	44526754	6
	79139829	79177210	7
	85697335	85697868	16
	78486530	78487028	7
RPL13AP17	78347142	78359458	7
ESM1	54977867	55022671	5
WDR46	33207935	33218358	CHR_HSCHR6_MHC_QBL_CTG1
PRMT3	20387558	20509338	11
MAGI2-AS3	79452877	79471208	7
TOLLIP	1274371	1309654	11
PITPNB	27851669	27920134	22
WDR53	196554177	196568674	3
FSD1	4304598	4323843	19
NCAPD2P1	34750253	34752053	7
RPL7P31	34710757	34711480	7
NPSR1-AS1	34346512	34871582	7
FBXO45	196568611	196589059	3
GTF2H4	30898895	30904817	CHR_HSCHR6_MHC_DBB_CTG1
DPPA2P2	26519354	26520250	1
NPSR1	34658239	34878332	7
TCP10L2	167146414	167196913	6
ZNF330	141220887	141234697	4
GLT6D1	135623656	135639540	9
ARHGAP20	110577042	110713189	11
TNIP1	151029945	151093577	5
GPR31	167156271	167158329	6
ZNF877P	21265854	21266465	20
	1574102	1577075	1
SSU72	1541673	1574863	1
RPS17	82536750	82540564	15
PRKAG2-AS1	151877042	151879223	7
XRN2	21303331	21389825	20
PTPN7	202147013	202161588	1
SLC50A1	155135344	155138857	1
	126934886	126937150	11
	126920188	126940659	11
	126376773	126376893	11
	22213778	22228029	18
KIRREL3-AS2	126940746	126945090	11
DENND2A	140518420	140673993	7
	22347846	22348252	18
	49004731	49013725	17
	49037122	49037429	17
KIRREL3-AS3	127002910	127006058	11
	48995266	48997492	17
IGF2BP1	48997385	49056145	17
PRAM1	8490056	8502640	19
CLINT1	157785743	157859175	5
BIN1	127048027	127107288	2
AGTPBP1	85546539	85742029	9
	78134079	78134851	7
	79124739	79125750	7
MAGI2-AS2	79008988	79012277	7
GTF2B	88852633	88891944	1
	78170195	78170915	7
MAGI2-AS1	78939850	78940895	7
	78392626	78448999	7
	79353410	79354392	7
TBRG4	45100100	45112047	7
RBMXP2	30689105	30690272	9
AP1G1	71729000	71809201	16
CTAGE1	22413601	22417915	18
CPEB1-AS1	82647770	82692820	15
SCARF1	1633858	1645747	CHR_HSCHR17_1_CTG2
	22418829	22419294	18
CPEB1	82543201	82648861	15
TCTE3	169740109	169751587	6
	21302731	21303704	20
RBM17P3	41974362	41975768	9
	41979352	41983753	9
COPS4	83034447	83075818	4
CNTNAP3B	41890314	42129510	9
PLCH1-AS1	155449184	155457753	3
ZNF204P	27357825	27360221	6
	155375683	155375790	3
PLCH1-AS2	155485803	155487121	3
	100052803	100074878	14
PLCH1	155375580	155745067	3
LINC00400	43158631	43159466	13
EVL	99971449	100144236	14
P2RY4	70258170	70259764	X
ABCC6P2	15389326	15393236	CHR_HSCHR16_1_CTG1
	43179501	43181193	13
	88923370	88923844	1
NPIPA5	15448713	15463457	CHR_HSCHR16_1_CTG1
MTND5P5	101972423	101972798	4
	101640946	101649974	4
	101976894	102036903	4
ZNF391	27374615	27403904	6
	74738478	74738796	11
	74745716	74746114	11
	30898953	30917183	CHR_HSCHR6_MHC_DBB_CTG1
NUDCD2	163446526	163460102	5
ARR3	70268305	70281840	X
ABCB5	20615207	20777038	7
	117648832	117657312	4
LINC01378	117406166	117691188	4
CCNG1	163437569	163446151	5
NT5C3AP1	117574512	117576174	4
RPSAP35	117413462	117414279	4
LMNB2	2427638	2456959	19
	108032456	108039916	3
HIKESHI	86302211	86345943	11
	10068089	10073019	4
GLYATL1	58905398	59043527	11
FAM47E-STBD1	76251721	76311129	4
NDUFB2	140690777	140722790	7
	127690098	127690840	9
CFAP157	127706988	127716002	9
UBE2J2	1253909	1273885	1
TMPRSS9	2360238	2426239	19
KRT18P66	30773464	30774732	9
KRT18P36	30799471	30800746	9
RPS26P2	30831878	30832225	9
NTHL1	2039815	2047866	16
FTLP4	30935485	30935977	9
HSPA8P17	30988085	30990572	9
TTC16	127716079	127731590	9
ANKRD26P1	46469341	46569097	16
DPM3	155139891	155140595	1
HMGN2P18	155148544	155148813	1
	25225103	25225665	12
ETFRF1	25195216	25209645	12
GLULP3	122613444	122614486	11
	122618851	122619274	11
SAP30BP	75667251	75708062	17
STXBP1	127579370	127696027	9
	58917015	58928689	11
GLYATL1P4	59042737	59050971	11
EIF4HP2	30902219	30902781	22
TM9SF3	96518110	96587452	10
	58995439	58999689	11
	58933643	59058659	11
	122751147	122851617	11
OSBP2	30693782	30907824	22
UBASH3B	122655722	122814473	11
CFAP73	113149858	113159276	12
TIMM13	2425625	2427586	19
GLYATL1P1	58978787	58994120	11
	58967596	58968291	11
SMIM1	3772761	3775982	1
DDX54	113157174	113185479	12
RPS4XP18	22586465	22587227	18
	25210652	25211233	12
BRAF	140719327	140924928	7
KRAS	25204789	25250936	12
OR9G4	56741223	56748697	11
KIR2DL3	54738018	54752516	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1
	155401329	155403399	3
CRTAM	122838500	122872643	11
LCN9	135663322	135666422	9
RPL6P7	155657760	155658612	3
ASS1P8	148526493	148527139	4
	155742142	155743726	3
	11756533	11759933	19
	155431229	155433398	3
SLC22A1	160121815	160158718	6
KIR3DL3	54723963	54736023	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1
	167208631	167208897	6
	167228300	167237511	6
COX6CP18	2771356	2771577	11
MYB	135181308	135219173	6
	167237508	167240480	6
OR9G2P	56751023	56751902	11
KCNQ1	2444684	2849110	11
OR5G1P	56775261	56776206	11
	15693630	15695719	CHR_HSCHR16_1_CTG1
BCL2L12	49665142	49673916	19
MPV17L	15480860	15498390	CHR_HSCHR16_1_CTG1
	39206512	39206957	1
CES1P2	55728115	55750111	16
	68225969	68229145	16
	12840804	12841079	12
	68236845	68237667	16
	68199841	68200981	16
DPEP2NB	68013436	68015911	16
C16orf45	15519415	15710184	CHR_HSCHR16_1_CTG1
SDHAP2	195658096	195685904	CHR_HSCHR3_3_CTG3
MACF1	39081316	39487177	1
BDP1	71455651	71567820	5
MAPK14	36027677	36111236	6
MUC20-OT1	195658062	195776180	CHR_HSCHR3_3_CTG3
IGKV1OR2-108	113406396	113406872	2
	113424495	113425324	2
RBBP8	22798261	23026488	18
	113432600	113436042	2
PCK1	57561080	57568121	20
MED23	131573966	131628242	6
RBMXL1	88979456	88992960	1
RPP21	30319231	30336806	CHR_HSCHR6_MHC_SSTO_CTG1
CAMK2G	73812501	73874591	10
ZNF511-PRAP1	133309410	133352529	10
LINC01063	196631498	196632587	3
PRAP1	133347368	133352683	10
DNAJB9	108569867	108574850	7
KYAT3	88935773	88992953	1
PIGX	196639775	196736007	3
	56205125	56205625	CHR_HG142_HG150_NOVEL_TEST
MARF1	15679520	15728320	CHR_HSCHR16_1_CTG1
PTPRVP	202168051	202189455	1
OR8J2	56210873	56211820	CHR_HG142_HG150_NOVEL_TEST
	148693032	148694323	4
CALY	133324072	133336935	10
ATP5MGP4	148703526	148703832	4
NPM1P26	96560185	96560922	10
	54707923	54712937	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1
C5orf60	179641544	179645046	5
PNPLA8	108470417	108569666	7
	148819351	148819956	4
	48497263	48497736	1
DNM1P38	82531653	82534139	15
ARSD-AS1	2904904	2906081	X
	82691723	82692358	15
	148940941	148942378	4
MUC1	155185824	155192916	1
	82536788	82573194	15
ARSD	2903972	2929349	X
	82533175	82540008	15
	149027445	149062522	4
	133295187	133295977	10
AP3B2	82659281	82709914	15
ZNF511	133308914	133313162	10
KIR3DL2	54835435	54852194	CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1
KCNQ1OT1	2608328	2699994	11
KCNQ1-AS1	2840135	2861568	11
CPHL1P	149229356	149291800	3
RITA1	113185526	113192368	12
BANF1P2	133344643	133344906	10
OR5T2	56232106	56233185	CHR_HG142_HG150_NOVEL_TEST
TUBGCP2	133278630	133312337	10
	4335870	4337818	16
TM4SF18	149318498	149334414	3
PAM16	4331549	4355607	16
	20641558	20641948	7
LINC02264	117834401	117869948	4
CCHCR1	31187361	31203155	CHR_HSCHR6_MHC_MANN_CTG1
HCG17	30224388	30316053	CHR_HSCHR6_MHC_SSTO_CTG1
	113185624	113192161	12
ELOVL1	43363398	43368074	1
CEP19	196706277	196712250	3
MTOR-AS1	11143898	11149537	1
HCG18	30280729	30317069	CHR_HSCHR6_MHC_SSTO_CTG1
	71475761	71476316	5
HMGN1P12	71537652	71537846	5
MTOR	11106535	11262507	1
PRR36	7868719	7874390	19
NRROS	196639694	196662004	3
	149284782	149333653	3
	7870561	7871296	19
PPIAP17	16223750	16224535	20
DEGS2	100143957	100159645	14
RNF169	74748849	74842413	11
OGA	101784443	101818465	10
POLR3D	22245133	22254601	8
	99974336	99975149	14
	99977115	99978098	14
CES1P1	55760566	55793960	16
XRRA1	74807739	74949200	11
IQCD	113195441	113221094	12
LINC02430	149147802	149149780	4
LINC02355	149154295	149278123	4
	113249466	113250042	12
RAB41	70282093	70285002	X
AGBL4-IT1	49374201	49472085	1
BEND5	48727519	48776969	1
TPCN1	113221050	113298585	12
PDE4B	65792514	66374579	1
	692083	693235	2
ACP1	264140	278283	2
	48011304	48025469	12
TMEM18	663877	677406	2
	48019771	48025382	12
	104062542	104063037	X
	48039784	48040761	12
	15480860	15600484	CHR_HSCHR16_1_CTG1
	104063871	104076212	X
	133345754	133350726	10
	12850982	12851740	12
TP53TG1	87325225	87345515	7
SLC25A53	104099214	104157009	X
RPL36P19	43394525	43394825	13
ENOX1-AS2	43458465	43459484	13
MUC20	195719081	195738792	CHR_HSCHR3_3_CTG3
ENOX1	43213518	43786908	13
AGBL4	48532854	50023954	1
TRIM39	30316398	30333651	CHR_HSCHR6_MHC_SSTO_CTG1
ZCCHC18	104112131	104115846	X
VTI1BP2	183483490	183484185	4
	183494938	183504494	4
