Gene	COSMIC	OncoKB	FM	MskImpact	MyCancerGenome	MyCancerGenomeClinTrial	CancerCommons	CancerGenomeInt	CarisMolIntel	JacksonLabs	NCI	CIVIC	cBioPortal	PEDStJude	PEDPfister	TCGABailey	Count
TUSC3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
U2AF2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
UHRF1BP1L	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
USP9X	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	3
VTCN1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
WDR90	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
WNK1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
XBP1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3
XRCC3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
YAP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
YES1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
YY1AP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ZFP36L1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
ZMYM2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
ZNF132	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ZNF24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ZNF300	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ZNF750	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
ZNF91	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
WAC	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
MGA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2
CD200	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ADD3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
RAG1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
RAG2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ELF1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
MEF2D	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
INO80	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
LEMD3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ATF7IP	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2
USP7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
TCF7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ZBTB7A	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
DHX15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GLIS2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
SHANK2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
NIPBL	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2
HOXA10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
UBA2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ZMIZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
FBXO28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GNB1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ZEB2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GLI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ACVR2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TTYH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CDKN2AB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
IGLL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
SNCAIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TRAJ29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
SLC6A18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
FAM49A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
C10orf11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
EYS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
DDX31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TRDD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
GALNTL6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TRDD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
MYCNOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
IGHV3.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
IGHJ4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
RGPD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
AGBL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
NDE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
AUTS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
DLEU1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
IGLV4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
LINC00511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
LPAR6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
JMJD1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
DYM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ZCCHC7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
LPHN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
GFI1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TRDV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CROCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
USP22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
GMDS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PIPOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
NRXN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ZFPM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
SMYD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
NPLOC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
BPIFB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
C10orf112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
FAT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
FBN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
FMR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
KBTBD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
LAPTM4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PTCHD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
SELP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
SMG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TBR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TFAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
WDR64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ZIC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ATXN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
BRD7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CACNA1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CBWD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CHD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CHD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
COL5A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CREB3L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CSDE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CUL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
DACH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
DAZAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
DHX9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
DIAPH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
EEF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
FAM46D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
FOXQ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GABRA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GRIN2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GTF2I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
HUWE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
IRF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
KANSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
KEL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
KIF1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
KLF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
KRT222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LEMD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MACF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MUC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
NUP133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PLCB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PLXNB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
POLRMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PTMA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PTPDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
RFC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
RHOB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
RNF111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
RQCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
RRAS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
RXRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SCAF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SPTA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SPTAN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TCEB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TGIF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TMSB4X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
UNCX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ZBTB20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ZBTB7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ZC3H12A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ZCCHC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ZNF133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
